Title,groupurl,category,pay_labels
act#013「蝶ヨ舞ヱ、躑躅咲ク春ニ」,劇団名STAR☆JACKS,https://kan-geki.com/streaming/play/1575,"カテゴリー時代劇（歴史劇）,",有料
-TORIKAGO- 鳥獄,劇団名劇団Furure,https://kan-geki.com/streaming/play/1576,"カテゴリーミステリー・サスペンス,",有料
ベンタロー戦記,劇団名ゲキバカ,https://kan-geki.com/streaming/play/1577,"カテゴリーSF,アクション,時代劇（歴史劇）,",有料
舞台浸水,劇団名ミズタニ会議,https://kan-geki.com/streaming/play/1579,"カテゴリーコメディ,",有料
パセリ,劇団名げんこつ団,https://kan-geki.com/streaming/play/1580,"カテゴリードラマ,コメディ,不条理・アングラ,",有料
カンナ町レボリューション,劇団名劇団ながらびっと,https://kan-geki.com/streaming/play/1581,"カテゴリーコメディ,",有料
福喜多さんちの三兄弟１０～蒲公英の頃～,劇団名劇団925,https://kan-geki.com/streaming/play/1582,"カテゴリーコメディ,",有料
Ｆの階公演『なにごともなかったかのように再び始まるまで』,劇団名階,https://kan-geki.com/streaming/play/1583,"カテゴリードラマ,",有料
他の６人,劇団名劇団ロクタク,https://kan-geki.com/streaming/play/1587,"カテゴリーコメディ,",有料
オカダカゲケの真人間,劇団名劇団ジョゼ,https://kan-geki.com/streaming/play/1588,"カテゴリードラマ,コメディ,キッズ・ファミリー,",有料
ヘルプマークのトリセツ,劇団名ボクママ製作委員会,https://kan-geki.com/streaming/play/1589,"カテゴリーその他,",有料
効果音Ｘ,劇団名チームまん〇,https://kan-geki.com/streaming/play/1590,"カテゴリードラマ,",有料
人生のおまけ～Collateral Beauty～,劇団名演劇企画イロトリドリノハナ,https://kan-geki.com/streaming/play/1591,"カテゴリードラマ,コメディ,",有料
 LAVOXXX,劇団名東京MT,https://kan-geki.com/streaming/play/1592,"カテゴリーコメディ,",有料
くらげの骨,劇団名フロアトポロジー,https://kan-geki.com/streaming/play/1595,"カテゴリーファンタジー,",有料
ッぱち！,劇団名ここ風,https://kan-geki.com/streaming/play/1596,"カテゴリードラマ,コメディ,",有料
Alex（2019年版）,劇団名ここ風,https://kan-geki.com/streaming/play/1597,"カテゴリーファンタジー,ドラマ,コメディ,",有料
弾丸黒子,劇団名劇団芝居屋かいとうらんま,https://kan-geki.com/streaming/play/1598,"カテゴリーミステリー・サスペンス,",有料
ビューティフル,劇団名すこやかクラブ,https://kan-geki.com/streaming/play/1602,"カテゴリーダンス・舞踏・パフォーマンス,",有料
パズルの行方,劇団名劇団なのぐらむ,https://kan-geki.com/streaming/play/1603,"カテゴリーミステリー・サスペンス,コメディ,",有料
幻書奇譚,劇団名ロデオ★座★ヘヴン,https://kan-geki.com/streaming/play/1605,"カテゴリードラマ,",有料
崩れる,劇団名アマヤドリ,https://kan-geki.com/streaming/play/1606,"カテゴリードラマ,",有料
フィルタリング（定点映像）,劇団名Stokes/Park,https://kan-geki.com/streaming/play/1607,"カテゴリーミステリー・サスペンス,コメディ,",有料
赤魚島(あこうじま)~漁業組合vs大阪暴力~,劇団名メガネニカナウ,https://kan-geki.com/streaming/play/1608,"カテゴリーミステリー・サスペンス,",有料
" DOGS,UNDER THE ROSE！",劇団名メガネニカナウ,https://kan-geki.com/streaming/play/1609,"カテゴリーミュージカル,",有料
過激にして愛嬌あり　宮武外骨伝,劇団名（一社）演劇集団ワンダーランド,https://kan-geki.com/streaming/play/1610,"カテゴリーその他,",有料
明星　与謝野鉄幹・晶子の道行き,劇団名（一社）演劇集団ワンダーランド,https://kan-geki.com/streaming/play/1611,"カテゴリーその他,",有料
Team Unsui 第１回公演「レンコン」,劇団名TeamUnsui,https://kan-geki.com/streaming/play/1613,"カテゴリーコメディ,",有料
Team Unsui 第２回公演「カプセル」,劇団名TeamUnsui,https://kan-geki.com/streaming/play/1614,"カテゴリーコメディ,",有料
Check out ～つかまり立ちの大人たち～Aキャスト,劇団名演劇ユニット・言葉の動物,https://kan-geki.com/streaming/play/1615,"カテゴリードラマ,",有料
Check out ～つかまり立ちの大人たち～Bキャスト,劇団名演劇ユニット・言葉の動物,https://kan-geki.com/streaming/play/1616,"カテゴリードラマ,",有料
Check out ～つかまり立ちの大人たち～Cキャスト,劇団名演劇ユニット・言葉の動物,https://kan-geki.com/streaming/play/1617,"カテゴリードラマ,",有料
ミセスダイヤモンド,劇団名ろりえ,https://kan-geki.com/streaming/play/1619,"カテゴリードラマ,コメディ,",有料
ハダシの足音,劇団名万能グローブガラパゴスダイナモス,https://kan-geki.com/streaming/play/1620,"カテゴリーコメディ,",有料
溺れるクジラ,劇団名万能グローブガラパゴスダイナモス,https://kan-geki.com/streaming/play/1621,"カテゴリードラマ,コメディ,",有料
ナイス・コントロール（2019年版）,劇団名万能グローブガラパゴスダイナモス,https://kan-geki.com/streaming/play/1622,"カテゴリーSF,コメディ,",有料
発表せよ！大本営！,劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/1623,"カテゴリードラマ,コメディ,時代劇（歴史劇）,",有料
福喜多さんちの三兄弟１１～椿の頃～,劇団名劇団925,https://kan-geki.com/streaming/play/1624,"カテゴリーコメディ,",有料
幕開けはマカロンが見つかってから,劇団名劇団ながらびっと,https://kan-geki.com/streaming/play/1626,"カテゴリーコメディ,",有料
結婚は人生の墓場と言いますが,劇団名劇団ながらびっと,https://kan-geki.com/streaming/play/1627,"カテゴリーコメディ,",有料
揺れる,劇団名東京演劇アンサンブル,https://kan-geki.com/streaming/play/1628,"カテゴリーファンタジー,ドラマ,アート,",有料
re-call,劇団名企画演劇集団ボクラ団義,https://kan-geki.com/streaming/play/1629,"カテゴリーSF,ドラマ,",有料
SCRAP,劇団名温泉ドラゴン,https://kan-geki.com/streaming/play/1630,"カテゴリードラマ,",有料
「河西裕介」短編作品集vol.1『人間賛歌』【愛】,劇団名sleepwalk［スリープウォーク］,https://kan-geki.com/streaming/play/1631,"カテゴリードラマ,",有料
「河西裕介」短編作品集vol.1『人間賛歌』【男】,劇団名sleepwalk［スリープウォーク］,https://kan-geki.com/streaming/play/1632,"カテゴリードラマ,",有料
「河西裕介」短編作品集vol.1『人間賛歌』【女】,劇団名sleepwalk［スリープウォーク］,https://kan-geki.com/streaming/play/1633,"カテゴリードラマ,",有料
「珠光の庵〜遣の巻〜」韓国語版,劇団名劇団衛星,https://kan-geki.com/streaming/play/1634,"カテゴリードラマ,コメディ,時代劇（歴史劇）,",有料
チャットルームでなぐり合い！,劇団名中野劇団,https://kan-geki.com/streaming/play/1635,"カテゴリーコメディ,",有料
ぼくらのいもうと,劇団名中野劇団,https://kan-geki.com/streaming/play/1636,"カテゴリーコメディ,",有料
ドラゴンはもう唄わない,劇団名山尾企画,https://kan-geki.com/streaming/play/1637,"カテゴリーファンタジー,",有料
アフターワールド,劇団名山尾企画,https://kan-geki.com/streaming/play/1638,"カテゴリードラマ,",有料
はんかい電車 リブート,劇団名山尾企画,https://kan-geki.com/streaming/play/1639,"カテゴリードラマ,コメディ,",有料
ストーカー,劇団名チームエヌズ,https://kan-geki.com/streaming/play/1643,"カテゴリーミステリー・サスペンス,",有料
パラベルプルプリナ,劇団名PINKDRUNK,https://kan-geki.com/streaming/play/1645,"カテゴリーミュージカル,",有料
グッド・バイ,劇団名地点,https://kan-geki.com/streaming/play/1646,"カテゴリードラマ,恋愛,アート,",有料
レコード1964,劇団名つきかげ座,https://kan-geki.com/streaming/play/1648,"カテゴリードラマ,",有料
ト音(2019年公演),劇団名劇団5454（ランドリー）,https://kan-geki.com/streaming/play/1649,"カテゴリードラマ,コメディ,",有料
昭和レディ・鵺　短編,劇団名青春ダンス集団「昭和レディ」,https://kan-geki.com/streaming/play/1651,"カテゴリーダンス・舞踏・パフォーマンス,",有料
破天荒奉行〜オランダ凧は闇討ちの合図〜,劇団名戟党市川富美雄,https://kan-geki.com/streaming/play/1652,"カテゴリーアクション,ミステリー・サスペンス,時代劇（歴史劇）,",有料
「白痴」　〜坂口安吾「白痴」他より〜,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/1653,"カテゴリードラマ,",有料
「転生の夢」　 〜ラフカディオ・ハーンの面影〜,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/1654,"カテゴリードラマ,",有料
「駒王路」第弐部 揚羽 ,劇団名本若,https://kan-geki.com/streaming/play/1656,"カテゴリーアクション,時代劇（歴史劇）,",有料
「駒王路」第参部 鞆絵,劇団名本若,https://kan-geki.com/streaming/play/1657,"カテゴリーアクション,時代劇（歴史劇）,",有料
ナカヨクヤリナ,劇団名演劇企画団体　7millions,https://kan-geki.com/streaming/play/1658,"カテゴリードラマ,",有料
RUN ver.3.0 サイバー上映会１回目,劇団名お座敷コブラ,https://kan-geki.com/streaming/play/1659,"カテゴリーその他,",有料
RUN ver.3.0 サイバー上映会２回目,劇団名お座敷コブラ,https://kan-geki.com/streaming/play/1660,"カテゴリーその他,",有料
作者をせかす六人の主人公たち,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1664,"カテゴリーミュージカル,",有料
殺人鬼フジコの衝動,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1665,"カテゴリードラマ,",有料
殺人鬼フジコの衝動　再演,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1666,"カテゴリードラマ,",有料
りさ子のガチ恋♡俳優沼,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1667,"カテゴリードラマ,",有料
りさ子のガチ恋♡俳優沼　再演,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1668,"カテゴリードラマ,",有料
あなたも知らない舞台裏,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1669,"カテゴリードラマ,",有料
裁判長！ここは懲役４年でどうすか,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1670,"カテゴリードラマ,",有料
チェリーボーイズ,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1671,"カテゴリードラマ,",有料
「天国の脚本家　冴嶋コーキ」 ～私の脚本で、もう一度人生をやり直してみませんか～,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1672,"カテゴリーファンタジー,",有料
「天国 脚本家 冴嶋コーキ」 ~袖振り合うも多生 宴~,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1673,"カテゴリーファンタジー,",有料
美しいこと,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1674,"カテゴリードラマ,恋愛,",有料
美しいこと　再演,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1675,"カテゴリードラマ,恋愛,",有料
熱い奴ら！,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1676,"カテゴリードラマ,",有料
泣いてたまるか！！漢字検定者大会～虹の向こう側へ,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1677,"カテゴリードラマ,ミュージカル,",有料
泣いてたまるか！！いのちのしるし,劇団名（株）バードランドミュージックエンタテインメント,https://kan-geki.com/streaming/play/1678,"カテゴリードラマ,",有料
笑顔。（すまいる）～さざんかの咲く頃に　Aキャスト,劇団名劇団光希,https://kan-geki.com/streaming/play/1679,"カテゴリードラマ,その他,",有料
笑顔。（すまいる）～さざんかの咲く頃に　Bキャスト,劇団名劇団光希,https://kan-geki.com/streaming/play/1680,"カテゴリードラマ,その他,",有料
第5回：はりねずみのパジャマ『楽しみましょう』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1681,"カテゴリーミステリー・サスペンス,コメディ,",有料
第5回：南山大学演劇部「HI-SECO」企画『蝉時雨、ある少女の夏』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1682,"カテゴリードラマ,",有料
第5回：fwtp（フワトピ）『Dreamy Null Another』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1683,"カテゴリードラマ,",有料
第5回：劇団ひとみしり『リカちゃん』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1684,"カテゴリードラマ,",有料
第5回：デンコラ『幻によろしく』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1686,"カテゴリードラマ,",有料
第5回：でいどり。『ありふれた白にいたるまでの青』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1687,"カテゴリードラマ,",有料
第5回：遊楽頂『ヒトリ善がり。』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1688,"カテゴリードラマ,",有料
第5回エキシビジョン：喜劇のヒロイン『ノリとホトトギス』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1689,"カテゴリーコメディ,",有料
第5回エキシビジョン：劇団なかゆび『４５分間』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1690,"カテゴリー不条理・アングラ,",有料
第5回エキシビジョン：シラカン『爽快にたてまえ』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1691,"カテゴリー不条理・アングラ,",有料
第5回エキシビジョン：相羽企画『おめでとうございます』,劇団名日本学生演劇プラットフォーム,https://kan-geki.com/streaming/play/1692,"カテゴリーコメディ,",有料
セブンスコード,劇団名しかプロ（四方香菜Produce改め）,https://kan-geki.com/streaming/play/1696,"カテゴリードラマ,ミステリー・サスペンス,その他,",有料
ガウデンテVolta〜私の守りたかったメロディ〜,劇団名しかプロ（四方香菜Produce改め）,https://kan-geki.com/streaming/play/1697,"カテゴリーファンタジー,ドラマ,その他,",有料
歌舞伎ミュージカル「不知火譚」第一章 蜘蛛の巣の陣,劇団名劇団鳥獣戯画,https://kan-geki.com/streaming/play/1698,"カテゴリーアクション,時代劇（歴史劇）,ミュージカル,",有料
歌舞伎ミュージカル「不知火譚」第二章　絡め取りノ陣,劇団名劇団鳥獣戯画,https://kan-geki.com/streaming/play/1699,"カテゴリーアクション,時代劇（歴史劇）,ミュージカル,",有料
リチャードさん,劇団名オレンヂスタ,https://kan-geki.com/streaming/play/1700,"カテゴリー時代劇（歴史劇）,",有料
ホハバヲアワセ,劇団名演劇企画団体　7millions,https://kan-geki.com/streaming/play/1701,"カテゴリードラマ,コメディ,",有料
オワリノノート,劇団名演劇企画団体　7millions,https://kan-geki.com/streaming/play/1702,"カテゴリードラマ,コメディ,",有料
「河童」　〜鼻の先の夕暮れ〜,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/1705,"カテゴリードラマ,",有料
「新　復活」ネフリュードフとカチューシャ,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/1706,"カテゴリードラマ,",有料
ハムレットマシーン,劇団名地点,https://kan-geki.com/streaming/play/1707,"カテゴリーアート,ダンス・舞踏・パフォーマンス,不条理・アングラ,",有料
モノドラマ「藤十郎の恋」,劇団名劇団キンダースペース,https://kan-geki.com/streaming/play/1709,"カテゴリードラマ,一人芝居,",有料
『花たち女たち』～夢たち～,劇団名花組芝居,https://kan-geki.com/streaming/play/1710,"カテゴリードラマ,",有料
『花たち女たち』～恋たち～,劇団名花組芝居,https://kan-geki.com/streaming/play/1711,"カテゴリードラマ,",有料
からくり儀右衛門ー技術で明治維新をつくった男ー,劇団名（一社）演劇集団ワンダーランド,https://kan-geki.com/streaming/play/1712,"カテゴリーその他,",有料
いないかもしれない,劇団名うさぎストライプ,https://kan-geki.com/streaming/play/1713,"カテゴリードラマ,ミステリー・サスペンス,",有料
ファイアフライ,劇団名ステージタイガー,https://kan-geki.com/streaming/play/1714,"カテゴリーアクション,ドラマ,恋愛,",有料
ランチタイムセミナー 〜検証1997年・ペルー日本人大使公邸人質事件〜,劇団名劇団ジャブジャブサーキット,https://kan-geki.com/streaming/play/1716,"カテゴリーミステリー・サスペンス,",有料
音楽劇【Zip＆Candy～ロボットたちのクリスマス～】,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/1719,"カテゴリーSF,ファンタジー,ミュージカル,",有料
無双の果て,劇団名晴空,https://kan-geki.com/streaming/play/1720,"カテゴリーアクション,ミステリー・サスペンス,時代劇（歴史劇）,",有料
レジスタンスイレブンガールズ版～ハロウィンを守り抜け！～（マチネ）,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/1721,"カテゴリーその他,",有料
レジスタンスイレブンガールズ版～ハロウィンを守り抜け！～（ソワレ）,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/1722,"カテゴリーその他,",有料
コジコジ,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/1723,"カテゴリーファンタジー,マンガ・アニメ,コメディ,",有料
明日、君を食べるよ2019,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/1724,"カテゴリーキッズ・ファミリー,",有料
 HUMAN CHAOS,劇団名東京MT,https://kan-geki.com/streaming/play/1725,"カテゴリーファンタジー,コメディ,恋愛,",有料
焼け跡のエレクトラ,劇団名身体の景色,https://kan-geki.com/streaming/play/1726,"カテゴリードラマ,",有料
会津藩家老　西郷頼母,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1727,"カテゴリードラマ,時代劇（歴史劇）,",有料
小栗上野介忠順　(Aキャスト）,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1728,"カテゴリードラマ,時代劇（歴史劇）,",有料
ONE vs HALF ～斎藤一 vs 中村半次郎～,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1729,"カテゴリードラマ,時代劇（歴史劇）,",有料
プリンスハズネバーカム,劇団名なりそこないプリンセス,https://kan-geki.com/streaming/play/1730,"カテゴリー一人芝居,",有料
ほたえる人ら,劇団名ばぶれるりぐる,https://kan-geki.com/streaming/play/1731,"カテゴリードラマ,コメディ,",有料
慶應不思議草子,劇団名真紅組,https://kan-geki.com/streaming/play/1732,"カテゴリー時代劇（歴史劇）,",有料
レディカンヴァセイション,劇団名プロトテアトル,https://kan-geki.com/streaming/play/1733,"カテゴリーアート,不条理・アングラ,その他,",有料
遠くまで来たんだ,劇団名劇団晴天,https://kan-geki.com/streaming/play/1735,"カテゴリードラマ,",有料
朝をつれてこい（再演）,劇団名劇団晴天,https://kan-geki.com/streaming/play/1736,"カテゴリードラマ,コメディ,",有料
焼け跡のエレクトラ（英語字幕付き）,劇団名身体の景色,https://kan-geki.com/streaming/play/1737,"カテゴリードラマ,",有料
福喜多さんちの三兄弟　最終回～菊の頃～,劇団名劇団925,https://kan-geki.com/streaming/play/1738,"カテゴリーコメディ,",有料
小栗上野介忠順　(Bキャスト）,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1739,"カテゴリードラマ,時代劇（歴史劇）,",有料
ケータイ・クローン～きみはひとりじゃない～,劇団名劇団Yプロジェクト,https://kan-geki.com/streaming/play/1740,"カテゴリードラマ,恋愛,",有料
ナイゲン,劇団名果報プロデュース,https://kan-geki.com/streaming/play/1742,"カテゴリードラマ,コメディ,",有料
配信劇「ハウス」,劇団名エリア５１,https://kan-geki.com/streaming/play/1743,"カテゴリーファンタジー,ドラマ,アート,",有料
猿の伝八,劇団名戟党市川富美雄,https://kan-geki.com/streaming/play/1744,"カテゴリーアクション,ドラマ,時代劇（歴史劇）,",有料
候童唄,劇団名戟党市川富美雄,https://kan-geki.com/streaming/play/1745,"カテゴリードラマ,時代劇（歴史劇）,",有料
鬼界ヶ森,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1746,"カテゴリードラマ,時代劇（歴史劇）,",有料
鬼夜叉（2006）,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1747,"カテゴリードラマ,時代劇（歴史劇）,",有料
新撰組後日譚～ＳＡＭＵＲＡＩ達の挽歌　,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1752,"カテゴリードラマ,時代劇（歴史劇）,",有料
ASSASSIN 彰義隊後日譚,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1753,"カテゴリードラマ,時代劇（歴史劇）,",有料
伝奇浪漫『芳一（ほういち）』,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1754,"カテゴリードラマ,時代劇（歴史劇）,",有料
赤報隊始末記,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1755,"カテゴリードラマ,時代劇（歴史劇）,",有料
回り舞台～蓮華道行恋物語～,劇団名劇団誠,https://kan-geki.com/streaming/play/1757,"カテゴリー時代劇（歴史劇）,",有料
MECHABETH,劇団名E-StageTopia,https://kan-geki.com/streaming/play/1758,"カテゴリーアクション,",有料
オペラ わが町,劇団名歌劇座チェルケット・ドール,https://kan-geki.com/streaming/play/1760,"カテゴリーファンタジー,",有料
いざ、生徒総会,劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/1765,"カテゴリードラマ,コメディ,",有料
卒業式、実行,劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/1766,"カテゴリードラマ,コメディ,",有料
LADY 椿 鹿鳴館狂詩曲 ロクメイカンラプソディ,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1768,"カテゴリードラマ,時代劇（歴史劇）,",有料
アオハルなんて馬鹿みたい,劇団名演劇集団es,https://kan-geki.com/streaming/play/1769,"カテゴリーファンタジー,",有料
空蝉 ～(モノノタマシイ),劇団名ファーベルとルーデンス,https://kan-geki.com/streaming/play/1770,"カテゴリーSF,ファンタジー,ミステリー・サスペンス,",有料
Warriors ～デンジャラスな侠達～,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1771,"カテゴリーコメディ,時代劇（歴史劇）,",有料
義経×２,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1772,"カテゴリードラマ,時代劇（歴史劇）,",有料
LA VIE EN ROSE～戦後60年特別企画～,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1773,"カテゴリードラマ,時代劇（歴史劇）,",有料
あの頃私は、スマートだった。,劇団名シタチノ,https://kan-geki.com/streaming/play/1776,"カテゴリードラマ,",有料
Family～shot bar requiem～,劇団名HumanMarket,https://kan-geki.com/streaming/play/1777,"カテゴリーコメディ,",有料
No Man Is An Island,劇団名劇団Furure,https://kan-geki.com/streaming/play/1778,"カテゴリーファンタジー,",有料
月の海,劇団名日穏-bion-,https://kan-geki.com/streaming/play/1779,"カテゴリードラマ,コメディ,",有料
明日花,劇団名日穏-bion-,https://kan-geki.com/streaming/play/1780,"カテゴリードラマ,",有料
戊辰残照～幕末シリーズ 会津篇～,劇団名株式会社　劇団め組,https://kan-geki.com/streaming/play/1783,"カテゴリードラマ,時代劇（歴史劇）,",有料
おもったことは、なかったです,劇団名大人の麦茶,https://kan-geki.com/streaming/play/1784,"カテゴリーファンタジー,ドラマ,ミステリー・サスペンス,",有料
お父さん！もうなにやってるの…,劇団名演劇部隊チャッターギャング,https://kan-geki.com/streaming/play/1785,"カテゴリードラマ,コメディ,キッズ・ファミリー,",有料
うさぎストライプと親父ブルースブラザーズ「バージン・ブルース」,劇団名うさぎストライプ,https://kan-geki.com/streaming/play/1786,"カテゴリードラマ,",有料
Family 2,劇団名HumanMarket,https://kan-geki.com/streaming/play/1787,"カテゴリーコメディ,",有料
Out of the Blue～その選択、そしてその責任～,劇団名SdpBlue,https://kan-geki.com/streaming/play/1788,"カテゴリーファンタジー,ドラマ,ダンス・舞踏・パフォーマンス,",有料
Sky and Blue～空と海の真ん中で～,劇団名SdpBlue,https://kan-geki.com/streaming/play/1789,"カテゴリーファンタジー,ドラマ,ダンス・舞踏・パフォーマンス,",有料
トタン屋根でスキップ,劇団名ここ風,https://kan-geki.com/streaming/play/1790,"カテゴリーファンタジー,ドラマ,コメディ,",有料
Family3,劇団名HumanMarket,https://kan-geki.com/streaming/play/1791,"カテゴリーコメディ,",有料
オオナムチ,劇団名E-StageTopia,https://kan-geki.com/streaming/play/1793,"カテゴリーミステリー・サスペンス,",有料
ヘリカル〜家族の肖像〜,劇団名劇団天動虫,https://kan-geki.com/streaming/play/1794,"カテゴリーその他,",有料
犬(もしくは)神,劇団名劇団肋骨蜜柑同好会,https://kan-geki.com/streaming/play/1795,"カテゴリードラマ,ミステリー・サスペンス,",有料
ダブルダブルチョコレートパイ ミルク篇,劇団名劇団肋骨蜜柑同好会,https://kan-geki.com/streaming/play/1796,"カテゴリードラマ,ミステリー・サスペンス,",有料
ダブルダブルチョコレートパイ ビター篇,劇団名劇団肋骨蜜柑同好会,https://kan-geki.com/streaming/play/1797,"カテゴリードラマ,ミステリー・サスペンス,",有料
殊類と成る,劇団名劇団肋骨蜜柑同好会,https://kan-geki.com/streaming/play/1798,"カテゴリードラマ,ミステリー・サスペンス,",有料
Only You,劇団名劇団おおぐち,https://kan-geki.com/streaming/play/1802,"カテゴリードラマ,ミステリー・サスペンス,恋愛,",有料
お寺でポン！REBORN,劇団名劇団娯楽天国,https://kan-geki.com/streaming/play/1808,"カテゴリーコメディ,",有料
枯れた心臓になる前に【301チーム】（全景映像）,劇団名とりのこいろ,https://kan-geki.com/streaming/play/1809,"カテゴリーSF,ファンタジー,",有料
枯れた心臓になる前に【402チーム】（全景映像）,劇団名とりのこいろ,https://kan-geki.com/streaming/play/1810,"カテゴリーSF,ファンタジー,",有料
WATCH THE WATCHMEN,劇団名コンプソンズ,https://kan-geki.com/streaming/play/1811,"カテゴリードラマ,",有料
夢の果～映画脚本家、文壇のドンに挑む～,劇団名チーム・クレセント,https://kan-geki.com/streaming/play/1813,"カテゴリードラマ,",有料
ビリー・ウェスト,劇団名May,https://kan-geki.com/streaming/play/1816,"カテゴリードラマ,時代劇（歴史劇）,",有料
ファンタスマゴリー,劇団名May,https://kan-geki.com/streaming/play/1817,"カテゴリードラマ,",有料
初恋　2020,劇団名日穏-bion-,https://kan-geki.com/streaming/play/1818,"カテゴリードラマ,",有料
かげきはたちのいるところ（ドラマ版①）第2話「就任！前線基地利用規約監督官！」,劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/1819,"カテゴリードラマ,コメディ,",有料
バロック,劇団名演劇ユニット鵺的,https://kan-geki.com/streaming/play/1820,"カテゴリードラマ,ホラー・スリラー,",有料
蜘蛛の棲家,劇団名Trastic.F,https://kan-geki.com/streaming/play/1822,"カテゴリーダンス・舞踏・パフォーマンス,",有料
三日月坂のみすず荘～夕焼けの101号室,劇団名劇団ネコ脱出,https://kan-geki.com/streaming/play/1823,"カテゴリーコメディ,",有料
三日月坂のみすず荘～月明かりの201号室,劇団名劇団ネコ脱出,https://kan-geki.com/streaming/play/1824,"カテゴリードラマ,",有料
てっぱんねた,劇団名劇団ネコ脱出,https://kan-geki.com/streaming/play/1825,"カテゴリーコメディ,",有料
どこよりも遠く、どこでもあった場所。あるいは、どこよりも近く、何もない。,劇団名プロトテアトル,https://kan-geki.com/streaming/play/1826,"カテゴリードラマ,アート,",有料
ののじにさすってごらん,劇団名青年団リンクやしゃご,https://kan-geki.com/streaming/play/1827,"カテゴリードラマ,",有料
ルサルカー 大阪、ミナミの高校生,劇団名趣向,https://kan-geki.com/streaming/play/1828,"カテゴリードラマ,",有料
かげきはたちのいるところ（ドラマ版②）第3話「禁じられた嗜み」,劇団名アガリスクエンターテイメント,https://kan-geki.com/streaming/play/1829,"カテゴリードラマ,コメディ,",有料
どんでん返しを求めて,劇団名遅咲会,https://kan-geki.com/streaming/play/1830,"カテゴリーコメディ,",有料
あの娘の声は…この空の彼方に,劇団名演劇部隊チャッターギャング,https://kan-geki.com/streaming/play/1831,"カテゴリードラマ,ミステリー・サスペンス,コメディ,",有料
人狼系推理バトル【レジスタンスイレブン】2月ガールズ版,劇団名株式会社オフィスインベーダー,https://kan-geki.com/streaming/play/1832,"カテゴリーその他,",有料
